Date,Germany_1M_Bill_Yield,Germany_3M_Bill_Yield,France_1M_Bill_Yield,France_3M_Bill_Yield
2020-01-02,-0.744,-0.692,-0.5737,-0.6232
2020-01-03,-0.648,-0.627,-0.5946,-0.612
2020-01-06,-0.641,-0.63,-0.608,-0.6294
2020-01-07,-0.644,-0.625,-0.601,-0.5984
2020-01-08,-0.638,-0.634,-0.585,-0.5828
2020-01-09,-0.618,-0.633,-0.565,-0.5854
2020-01-10,-0.629,-0.632,-0.59,-0.5791
2020-01-13,-0.61,-0.601,-0.563,-0.5873
2020-01-14,-0.613,-0.602,-0.5879,-0.5883
2020-01-15,-0.602,-0.596,-0.5846,-0.5855
2020-01-16,-0.611,-0.589,-0.5834,-0.5846
2020-01-17,-0.605,-0.588,-0.58,-0.5856
2020-01-20,-0.591,-0.586,-0.5825,-0.5689
2020-01-21,-0.575,-0.58,-0.58,-0.565
2020-01-22,-0.586,-0.58,-0.5801,-0.5696
2020-01-23,-0.57,-0.58,-0.5834,-0.572
2020-01-24,-0.611,-0.58,-0.5847,-0.5712
2020-01-27,-0.573,-0.58,-0.57,-0.572
2020-01-28,-0.616,-0.582,-0.595,-0.577
2020-01-29,-0.57,-0.58,-0.5756,-0.5748
2020-01-30,-0.58,-0.58,-0.583,-0.577
2020-01-31,-0.585,-0.58,-0.55,-0.5918
2020-02-03,-0.591,-0.58,-0.565,-0.588
2020-02-04,-0.608,-0.589,-0.565,-0.593
2020-02-05,-0.576,-0.58,-0.575,-0.596
2020-02-06,-0.63,-0.601,-0.5877,-0.598
2020-02-07,-0.575,-0.603,-0.5894,-0.6
2020-02-10,-0.54,-0.613,-0.615,-0.612
2020-02-11,,-0.605,-0.636,-0.61
2020-02-12,-0.609,-0.586,-0.6296,-0.611
2020-02-13,-0.614,-0.589,-0.632,-0.612
2020-02-14,-0.58,-0.585,-0.6296,-0.61
2020-02-17,-0.598,-0.579,-0.637,-0.5842
2020-02-18,-0.58,-0.583,-0.6349,-0.5848
2020-02-19,-0.589,-0.583,-0.615,-0.5787
2020-02-20,-0.593,-0.584,-0.61,-0.578
2020-02-21,-0.607,-0.584,-0.639,-0.5785
2020-02-24,-0.592,-0.585,-0.6167,-0.5814
2020-02-25,-0.601,-0.606,-0.6186,-0.5866
2020-02-26,-0.612,-0.613,-0.6161,-0.5921
2020-02-27,-0.608,-0.6,-0.632,-0.6018
2020-02-28,-0.58,-0.6,-0.6396,-0.6052
2020-03-02,-0.642,-0.642,-0.648,-0.6269
2020-03-03,-0.652,-0.636,-0.649,-0.6323
2020-03-04,-0.646,-0.661,-0.659,-0.6488
2020-03-05,-0.666,-0.664,-0.664,-0.653
2020-03-06,-0.58,-0.6,-0.661,-0.6522
2020-03-09,-0.674,-0.66,-0.675,-0.6676
2020-03-10,-0.693,-0.765,-0.6843,-0.6764
2020-03-11,-0.724,-0.66,-0.7284,-0.7285
2020-03-12,-0.656,-0.76,-0.6855,-0.6915
2020-03-13,-0.703,-0.773,-0.6945,-0.7341
2020-03-16,-0.737,-0.785,-0.681,-0.612
2020-03-17,-0.622,-0.66,-0.693,-0.693
2020-03-18,-0.72,-0.66,-0.656,-0.636
2020-03-19,-0.709,-0.66,-0.608,-0.556
2020-03-20,-0.72,-0.736,-0.605,-0.56
2020-03-23,-0.58,-0.66,-0.5996,-0.5625
2020-03-24,-0.58,-0.66,-0.5923,-0.52
2020-03-25,-0.58,-0.66,-0.5621,-0.49
2020-03-26,-0.58,-0.66,-0.5591,-0.4925
2020-03-27,-0.58,-0.684,-0.5647,-0.506
2020-03-30,-0.58,-0.66,-0.5054,-0.4773
2020-03-31,-0.708,-0.688,-0.5134,-0.4975
2020-04-01,-0.6595,-0.66,-0.5217,-0.5328
2020-04-02,-0.72,-0.66,-0.5251,-0.5257
2020-04-03,-0.688,-0.66,-0.5247,-0.52315
2020-04-06,-0.702,-0.69,-0.591,-0.5192
2020-04-07,-0.693,-0.694,-0.57,-0.5181
2020-04-08,-0.697,-0.66,-0.6,-0.546
2020-04-09,-0.693,-0.709,-0.6065,-0.5574
2020-04-14,-0.68,-0.66,-0.5528,-0.476
2020-04-15,-0.689,-0.666,-0.5487,-0.477
2020-04-16,-0.684,-0.67,-0.5543,-0.485
2020-04-17,-0.662,-0.668,-0.5497,-0.4772
2020-04-20,-0.642,-0.558,-0.5763,-0.474
2020-04-21,-0.618,-0.568,-0.5733,-0.475
2020-04-22,-0.612,-0.55,-0.569,-0.4723
2020-04-23,-0.613,-0.553,-0.567,-0.48
2020-04-24,-0.602,-0.59,-0.5815,-0.4838
2020-04-27,-0.591,-0.5625,-0.5696,-0.473
2020-04-28,-0.597,-0.576,-0.5747,-0.4939
2020-04-29,-0.608,-0.6,-0.5883,-0.5121
2020-04-30,-0.605,-0.562,-0.5797,-0.52065
2020-05-01,,,,
2020-05-04,-0.591,-0.5595,-0.5739,-0.5277
2020-05-05,-0.603,-0.563,-0.5923,-0.55
2020-05-06,-0.611,-0.554,-0.5936,-0.5675
2020-05-07,-0.618,-0.558,-0.5883,-0.5594
2020-05-08,-0.614,-0.5585,-0.5996,-0.547
2020-05-11,-0.591,-0.559,-0.522,-0.54
2020-05-12,-0.593,-0.53,-0.5309,-0.548
2020-05-13,-0.588,-0.528,-0.5397,-0.5481
2020-05-14,-0.563,-0.531,-0.535,-0.5485
2020-05-15,-0.5725,-0.529,-0.5397,-0.5463
2020-05-18,-0.5655,-0.529,-0.5611,-0.5394
2020-05-19,-0.567,-0.585,-0.5616,-0.5347
2020-05-20,-0.568,-0.531,-0.5621,-0.5346
2020-05-21,-0.585,-0.529,-0.5591,-0.5369
2020-05-22,-0.576,-0.532,-0.5697,-0.5394
2020-05-25,-0.578,-0.585,-0.5739,-0.5244
2020-05-26,-0.581,-0.585,-0.5704,-0.5199
2020-05-27,-0.57,-0.541,-0.5711,-0.5174
2020-05-28,-0.54,-0.539,-0.5737,-0.5189
2020-05-29,-0.517,-0.585,-0.5597,-0.5186
2020-06-01,,,-0.5654,-0.5231
2020-06-02,-0.6,-0.585,-0.5556,-0.5205
2020-06-03,-0.556,-0.531,-0.5506,-0.5202
2020-06-04,-0.558,-0.535,-0.5517,-0.517
2020-06-05,-0.565,-0.585,-0.568,-0.52
2020-06-08,-0.559,-0.57,-0.5482,-0.5094
2020-06-09,-0.56,-0.533,-0.5397,-0.5112
2020-06-10,-0.5605,-0.549,-0.5487,-0.5043
2020-06-11,-0.563,-0.552,-0.5494,-0.5075
2020-06-12,-0.564,-0.548,-0.5497,-0.5048
2020-06-15,-0.548,-0.54,-0.5449,-0.5114
2020-06-16,-0.558,-0.55,-0.5609,-0.5228
2020-06-17,-0.559,-0.55,-0.5615,-0.5346
2020-06-18,-0.551,-0.553,-0.5637,-0.5444
2020-06-19,-0.564,-0.553,-0.577,-0.5698
2020-06-22,-0.566,-0.55,-0.5962,-0.546
2020-06-23,-0.595,-0.563,-0.582,-0.539
2020-06-24,-0.585,-0.561,-0.5888,-0.537
2020-06-25,-0.6,-0.559,-0.5637,-0.53
2020-06-26,-0.607,-0.567,-0.577,-0.521
2020-06-29,-0.617,-0.56,-0.56,-0.525
2020-06-30,-0.577,-0.574,-0.5662,-0.528
2020-07-01,-0.572,-0.5785,-0.567,-0.532
2020-07-02,-0.582,-0.58,-0.5637,-0.537
2020-07-03,-0.577,-0.578,-0.5646,-0.539
2020-07-06,-0.572,-0.581,-0.581,-0.544
2020-07-07,-0.58,-0.583,-0.577,-0.548
2020-07-08,-0.574,-0.586,-0.578,-0.55
2020-07-09,-0.61,-0.586,-0.582,-0.5575
2020-07-10,-0.597,-0.586,-0.577,-0.558
2020-07-13,-0.6,-0.578,-0.5757,-0.56
2020-07-14,-0.594,-0.561,-0.5715,-0.561
2020-07-15,-0.597,-0.579,-0.567,-0.556
2020-07-16,-0.607,-0.568,-0.5817,-0.564
2020-07-17,-0.6,-0.576,-0.5708,-0.565
2020-07-20,-0.604,-0.574,-0.566,-0.565
2020-07-21,-0.595,-0.565,-0.5767,-0.5718
2020-07-22,-0.6,-0.58,-0.567,-0.57
2020-07-23,-0.6,-0.574,-0.5757,-0.5689
2020-07-24,-0.585,-0.575,-0.5646,-0.567
2020-07-27,-0.591,-0.573,-0.5603,-0.5725
2020-07-28,-0.575,-0.569,-0.5662,-0.5654
2020-07-29,-0.58,-0.573,-0.567,-0.5705
2020-07-30,-0.583,-0.576,-0.5697,-0.5743
2020-07-31,-0.58,-0.578,-0.5705,-0.5723
2020-08-03,-0.581,-0.575,-0.5654,-0.5714
2020-08-04,-0.587,-0.575,-0.5662,-0.5739
2020-08-05,-0.589,-0.562,-0.5615,-0.5744
2020-08-06,-0.6,-0.571,-0.5757,-0.5757
2020-08-07,-0.596,-0.575,-0.5708,-0.5785
2020-08-10,-0.598,-0.561,-0.571,-0.5744
2020-08-11,-0.613,-0.57,-0.5715,-0.5725
2020-08-12,-0.609,-0.559,-0.595,-0.5615
2020-08-13,-0.577,-0.555,-0.576,-0.5718
2020-08-14,-0.581,-0.565,-0.583,-0.5698
2020-08-17,-0.564,-0.553,-0.5808,-0.563
2020-08-18,-0.566,-0.556,-0.5825,-0.5695
2020-08-19,-0.578,-0.554,-0.5942,-0.5705
2020-08-20,-0.585,-0.572,-0.5937,-0.567
2020-08-21,-0.566,-0.572,-0.5894,-0.567
2020-08-24,-0.617,-0.555,-0.563,-0.5615
2020-08-25,-0.595,-0.55,-0.5635,-0.5585
2020-08-26,-0.565,-0.566,-0.561,-0.5538
2020-08-27,-0.563,-0.578,-0.559,-0.5576
2020-08-28,-0.565,-0.579,-0.5625,-0.5578
2020-08-31,-0.571,-0.57,-0.557,-0.5579
2020-09-01,-0.573,-0.592,-0.558,-0.5547
2020-09-02,-0.563,-0.584,-0.555,-0.5566
2020-09-03,-0.568,-0.595,-0.5645,-0.5607
2020-09-04,-0.596,-0.596,-0.562,-0.561
2020-09-07,-0.578,-0.613,-0.61,-0.5667
2020-09-08,-0.573,-0.604,-0.5995,-0.567
2020-09-09,-0.609,-0.612,-0.5865,-0.5654
2020-09-10,-0.582,-0.612,-0.5835,-0.5663
2020-09-11,-0.569,-0.607,-0.5835,-0.5685
2020-09-14,-0.591,-0.586,-0.6039,-0.5575
2020-09-15,-0.585,-0.583,-0.61,-0.5761
2020-09-16,-0.577,-0.59,-0.595,-0.5766
2020-09-17,-0.56,-0.578,-0.59,-0.586
2020-09-18,-0.58,-0.592,-0.5946,-0.5923
2020-09-21,-0.584,-0.583,-0.585,-0.57
2020-09-22,-0.609,-0.5915,-0.5979,-0.5796
2020-09-23,-0.585,-0.599,-0.6106,-0.5875
2020-09-24,-0.56,-0.597,-0.5937,-0.595
2020-09-25,-0.61,-0.608,-0.6195,-0.5925
2020-09-28,-0.617,-0.619,-0.5985,-0.59075
2020-09-29,-0.661,-0.617,-0.6085,-0.5915
2020-09-30,-0.66,-0.615,-0.6051,-0.5976
2020-10-01,-0.672,-0.622,-0.595,-0.5892
2020-10-02,-0.658,-0.618,-0.602,-0.5928
2020-10-05,-0.655,-0.625,-0.601,-0.63
2020-10-06,-0.668,-0.629,-0.593,-0.639
2020-10-07,-0.672,-0.634,-0.605,-0.635
2020-10-08,-0.657,-0.636,-0.6,-0.644
2020-10-09,-0.6625,-0.634,-0.596,-0.642
2020-10-12,-0.668,-0.633,-0.6014,-0.657
2020-10-13,-0.666,-0.641,-0.6085,-0.651
2020-10-14,-0.682,-0.663,-0.6051,-0.668
2020-10-15,-0.697,-0.656,-0.6117,-0.67
2020-10-16,-0.684,-0.658,-0.6204,-0.665
2020-10-19,-0.681,-0.661,-0.635,-0.705
2020-10-20,-0.711,-0.6585,-0.625,-0.714
2020-10-21,-0.723,-0.669,-0.635,-0.7315
2020-10-22,-0.68,-0.666,-0.64,-0.716
2020-10-23,-0.675,-0.661,-0.6328,-0.698
2020-10-26,-0.694,-0.6445,-0.627,-0.6718
2020-10-27,-0.68,-0.754,-0.624,-0.6734
2020-10-28,-0.665,-0.7495,-0.632,-0.6751
2020-10-29,-0.651,-0.751,-0.63,-0.678
2020-10-30,-0.66,-0.752,-0.639,-0.6729
2020-11-02,-0.6555,-0.752,-0.6168,-0.6769
2020-11-03,-0.6475,-0.7485,-0.6138,-0.6788
2020-11-04,-0.654,-0.755,-0.6051,-0.6806
2020-11-05,-0.636,-0.724,-0.5997,-0.6816
2020-11-06,-0.627,-0.74,-0.5894,-0.6836
2020-11-09,-0.642,-0.717,-0.6014,-0.673
2020-11-10,-0.6,-0.717,-0.5926,-0.6225
2020-11-11,-0.637,-0.728,-0.605,-0.611
2020-11-12,-0.5975,-0.719,-0.6057,-0.664
2020-11-13,-0.646,-0.724,-0.608,-0.605
2020-11-16,-0.5855,-0.6885,-0.66,-0.61
2020-11-17,-0.63,-0.686,-0.66,-0.6035
2020-11-18,-0.625,-0.688,-0.661,-0.6045
2020-11-19,-0.585,-0.687,-0.66,-0.63
2020-11-20,-0.6,-0.689,-0.703,-0.63
2020-11-23,-0.6065,-0.688,-0.69,-0.634
2020-11-24,-0.637,-0.706,-0.691,-0.635
2020-11-25,-0.596,-0.716,-0.73,-0.614
2020-11-26,-0.66,-0.738,-0.74,-0.62
2020-11-27,-0.751,-0.754,-0.739,-0.642
2020-11-30,-0.751,-0.7345,-0.775,-0.68
2020-12-01,-0.755,-0.739,-0.772,-0.695
2020-12-02,-0.773,-0.745,-0.7705,-0.708
2020-12-03,-0.789,-0.754,-0.758,-0.718
2020-12-04,-0.79,-0.763,-0.7645,-0.725
2020-12-07,-0.796,-0.764,-0.7493,-0.618
2020-12-08,-0.816,-0.773,-0.8071,-0.723
2020-12-09,-0.8485,-0.7955,-0.8452,-0.723
2020-12-10,-0.831,-0.778,-0.8312,-0.71
2020-12-11,-0.854,-0.781,-0.8543,-0.735
2020-12-14,-0.884,-0.7865,-0.9076,-0.7325
2020-12-15,-0.883,-0.785,-0.9122,-0.7225
2020-12-16,-0.8775,-0.772,-0.9171,-0.73
2020-12-17,-0.929,-0.779,-0.9623,-0.744
2020-12-18,-0.943,-0.785,-0.9691,-0.7425
2020-12-21,-1.002,-0.783,-0.997,-0.725
2020-12-22,-1.019,-0.776,-0.9891,-0.715
2020-12-23,-0.993,-0.7675,-0.877,-0.717
2020-12-24,,,-0.883,-0.704
2020-12-28,-1.045,-0.7695,-0.925,-0.7375
2020-12-29,-1.052,-0.7705,-0.8994,-0.77
2020-12-30,-0.956,-0.7975,-0.921,-0.701
2020-12-31,,,-0.955,-0.701
2021-01-04,-0.681,-0.6,-0.7111,-0.62
2021-01-05,-0.678,-0.657,-0.6568,-0.621
2021-01-06,-0.699,-0.6475,-0.6913,-0.6225
2021-01-07,-0.666,-0.6565,-0.6298,-0.634
2021-01-08,-0.703,-0.63,-0.6238,-0.634
2021-01-11,-0.694,-0.6555,-0.627,-0.612
2021-01-12,-0.678,-0.6505,-0.631,-0.615
2021-01-13,-0.691,-0.63,-0.625,-0.62
2021-01-14,-0.652,-0.63,-0.627,-0.631
2021-01-15,-0.66,-0.6545,-0.628,-0.627
2021-01-18,-0.668,-0.616,-0.6425,-0.6175
2021-01-19,-0.636,-0.6335,-0.626,-0.623
2021-01-20,-0.63,-0.61,-0.6378,-0.63
2021-01-21,-0.64,-0.61,-0.6297,-0.63
2021-01-22,-0.605,-0.62,-0.6266,-0.625
2021-01-25,-0.6685,-0.61,-0.64,-0.633
2021-01-26,-0.615,-0.642,-0.64,-0.646
2021-01-27,-0.612,-0.641,-0.638,-0.65
2021-01-28,-0.63,-0.646,-0.636,-0.649
2021-01-29,-0.61,-0.6475,-0.633,-0.655
2021-02-01,-0.63,-0.63,-0.642,-0.627
2021-02-02,-0.64,-0.639,-0.64,-0.626
2021-02-03,-0.637,-0.63,-0.64,-0.61
2021-02-04,-0.626,-0.63,-0.636,-0.63
2021-02-05,-0.646,-0.639,-0.633,-0.6085
2021-02-08,-0.634,-0.64,-0.619,-0.633
2021-02-09,-0.63,-0.63,-0.6274,-0.6125
2021-02-10,-0.644,-0.638,-0.627,-0.6125
2021-02-11,-0.63,-0.637,-0.6417,-0.6125
2021-02-12,-0.64,-0.636,-0.6346,-0.6125
2021-02-15,-0.63,-0.635,-0.6322,-0.61
2021-02-16,-0.637,-0.632,-0.6296,-0.61
2021-02-17,-0.63,-0.626,-0.6324,-0.607
2021-02-18,-0.64,-0.605,-0.6297,-0.602
2021-02-19,-0.63,-0.58,-0.6204,-0.6
2021-02-22,-0.617,-0.624,-0.6191,-0.601
2021-02-23,-0.63,-0.633,-0.621,-0.584
2021-02-24,-0.612,-0.58,-0.623,-0.585
2021-02-25,-0.63,-0.58,-0.618,-0.57
2021-02-26,-0.54,-0.58,-0.622,-0.571
2021-03-01,-0.625,-0.6165,-0.6246,-0.6506
2021-03-02,-0.622,-0.621,-0.627,-0.6598
2021-03-03,-0.634,-0.6235,-0.6243,-0.665
2021-03-04,-0.58,-0.616,-0.627,-0.6769
2021-03-05,-0.64,-0.623,-0.63,-0.678
2021-03-08,-0.58,-0.614,-0.625,-0.655
2021-03-09,-0.64,-0.617,-0.625,-0.7106
2021-03-10,-0.58,-0.618,-0.63,-0.7004
2021-03-11,-0.58,-0.6185,-0.636,-0.63
2021-03-12,-0.634,-0.6215,-0.645,-0.6767
2021-03-15,-0.638,-0.6205,-0.6425,-0.565
2021-03-16,-0.635,-0.6235,-0.6402,-0.566
2021-03-17,-0.58,-0.6225,-0.6378,-0.57
2021-03-18,-0.58,-0.6255,-0.63,-0.57
2021-03-19,-0.58,-0.622,-0.6266,-0.574
2021-03-22,-0.64,-0.628,-0.642,-0.575
2021-03-23,-0.623,-0.636,-0.645,-0.613
2021-03-24,-0.58,-0.6375,-0.649,-0.623
2021-03-25,-0.627,-0.642,-0.654,-0.634
2021-03-26,-0.63,-0.643,-0.651,-0.636
2021-03-29,-0.632,-0.65,-0.625,-0.6205
2021-03-30,-0.656,-0.664,-0.63,-0.6194
2021-03-31,-0.6115,-0.666,-0.633,-0.6245
2021-04-01,-0.6235,-0.662,-0.63,-0.6187
2021-04-06,-0.613,-0.667,-0.626,-0.6174
2021-04-07,-0.58,-0.6365,-0.632,-0.6184
2021-04-08,-0.58,-0.61,-0.624,-0.6317
2021-04-09,-0.58,-0.651,-0.62,-0.6305
2021-04-12,-0.643,-0.6115,-0.617,-0.6205
2021-04-13,-0.639,-0.6405,-0.635,-0.6194
2021-04-14,-0.58,-0.642,-0.632,-0.6313
2021-04-15,-0.58,-0.639,-0.642,-0.6325
2021-04-16,-0.58,-0.646,-0.645,-0.6291
2021-04-19,-0.58,-0.651,-0.6846,-0.63265
2021-04-20,-0.683,-0.663,-0.6925,-0.6315
2021-04-21,-0.645,-0.659,-0.651,-0.6328
2021-04-22,-0.655,-0.6605,-0.6884,-0.6317
2021-04-23,-0.657,-0.645,-0.6917,-0.633
2021-04-26,-0.651,-0.6595,-0.634,-0.62
2021-04-27,-0.649,-0.653,-0.636,-0.624
2021-04-28,-0.6475,-0.6505,-0.6385,-0.62
2021-04-29,-0.656,-0.61,-0.642,-0.6225
2021-04-30,-0.645,-0.6435,-0.64,-0.62
2021-05-03,-0.653,-0.6655,-0.6424,-0.615
2021-05-04,-0.6455,-0.629,-0.6317,-0.6175
2021-05-05,-0.649,-0.628,-0.6296,-0.6225
2021-05-06,-0.636,-0.627,-0.632,-0.625
2021-05-07,-0.633,-0.634,-0.6246,-0.635
2021-05-10,-0.642,-0.627,-0.6253,-0.6269
2021-05-11,-0.633,-0.627,-0.6274,-0.628
2021-05-12,-0.644,-0.638,-0.6296,-0.6269
2021-05-13,-0.634,-0.627,-0.632,-0.628
2021-05-14,-0.646,-0.635,-0.635,-0.6291
2021-05-17,-0.643,-0.6375,-0.6325,-0.6303
2021-05-18,-0.639,-0.6405,-0.6325,-0.6315
2021-05-19,-0.635,-0.6415,-0.6325,-0.6328
2021-05-20,-0.652,-0.6425,-0.6325,-0.6292
2021-05-21,-0.636,-0.6425,-0.63,-0.6305
2021-05-24,,,-0.6424,-0.6225
2021-05-25,-0.637,-0.6445,-0.645,-0.632
2021-05-26,-0.645,-0.627,-0.65,-0.6225
2021-05-27,-0.6425,-0.655,-0.6466,-0.625
2021-05-28,-0.6545,-0.654,-0.65,-0.631
2021-05-31,-0.6455,-0.656,-0.639,-0.62
2021-06-01,-0.66,-0.627,-0.63605,-0.625
2021-06-02,-0.6665,-0.627,-0.648,-0.6325
2021-06-03,-0.61,-0.627,-0.6466,-0.6375
2021-06-04,-0.6655,-0.627,-0.6398,-0.639
2021-06-07,-0.668,-0.627,-0.6579,-0.639
2021-06-08,-0.671,-0.651,-0.655,-0.644
2021-06-09,-0.61,-0.655,-0.662,-0.641
2021-06-10,-0.65,-0.651,-0.68,-0.645
2021-06-11,-0.648,-0.654,-0.665,-0.64
2021-06-14,-0.61,-0.645,-0.674,-0.64
2021-06-15,-0.658,-0.665,-0.667,-0.65
2021-06-16,-0.656,-0.655,-0.666,-0.645
2021-06-17,-0.6425,-0.66,-0.661,-0.645
2021-06-18,-0.659,-0.663,-0.66,-0.65
2021-06-21,-0.664,-0.6575,-0.672,-0.64
2021-06-22,-0.665,-0.6535,-0.671,-0.641
2021-06-23,-0.664,-0.664,-0.67,-0.64
2021-06-24,-0.655,-0.667,-0.6704,-0.635
2021-06-25,-0.6605,-0.666,-0.673,-0.639
2021-06-28,-0.61,-0.6595,-0.64,-0.642
2021-06-29,-0.648,-0.6585,-0.64,-0.64
2021-06-30,-0.645,-0.664,-0.64,-0.6425
2021-07-01,-0.644,-0.6645,-0.645,-0.645
2021-07-02,-0.641,-0.6575,-0.65,-0.645
2021-07-05,-0.61,-0.6655,-0.646,-0.635
2021-07-06,-0.652,-0.6455,-0.6444,-0.64
2021-07-07,-0.6665,-0.6675,-0.65,-0.638
2021-07-08,-0.659,-0.6515,-0.6459,-0.6425
2021-07-09,-0.602,-0.651,-0.64,-0.645
2021-07-12,-0.655,-0.6485,-0.654,-0.645
2021-07-13,-0.632,-0.655,-0.655,-0.6475
2021-07-14,-0.61,-0.658,-0.655,-0.6575
2021-07-15,-0.615,-0.656,-0.655,-0.683
2021-07-16,-0.661,-0.66,-0.655,-0.672
2021-07-19,-0.643,-0.6625,-0.6643,-0.6425
2021-07-20,-0.63,-0.6635,-0.67,-0.65
2021-07-21,-0.6715,-0.666,-0.6658,-0.65
2021-07-22,-0.6675,-0.6645,-0.662,-0.65
2021-07-23,-0.663,-0.6655,-0.661,-0.647
2021-07-26,-0.667,-0.6605,-0.67,-0.65
2021-07-27,-0.665,-0.6645,-0.672,-0.6425
2021-07-28,-0.655,-0.6655,-0.674,-0.645
2021-07-29,-0.662,-0.6685,-0.675,-0.645
2021-07-30,-0.659,-0.672,-0.683,-0.645
2021-08-02,-0.656,-0.6675,-0.66,-0.64
2021-08-03,-0.671,-0.664,-0.665,-0.645
2021-08-04,-0.6805,-0.661,-0.665,-0.647
2021-08-05,-0.6925,-0.67,-0.678,-0.655
2021-08-06,-0.6895,-0.671,-0.66,-0.656
2021-08-09,-0.635,-0.669,-0.71,-0.657
2021-08-10,-0.668,-0.672,-0.7,-0.6475
2021-08-11,-0.677,-0.668,-0.694,-0.655
2021-08-12,-0.673,-0.674,-0.6925,-0.65
2021-08-13,-0.678,-0.671,-0.69,-0.65
2021-08-16,-0.685,-0.6765,-0.7,-0.643
2021-08-17,-0.674,-0.678,-0.667,-0.64
2021-08-18,-0.679,-0.6955,-0.666,-0.64
2021-08-19,-0.689,-0.684,-0.6704,-0.645
2021-08-20,-0.689,-0.687,-0.673,-0.64
2021-08-23,-0.689,-0.679,-0.673,-0.6425
2021-08-24,-0.682,-0.681,-0.679,-0.645
2021-08-25,-0.6945,-0.7,-0.683,-0.647
2021-08-26,-0.696,-0.685,-0.694,-0.6425
2021-08-27,-0.676,-0.683,-0.7,-0.64
2021-08-30,-0.681,-0.68,-0.731,-0.644
2021-08-31,-0.686,-0.678,-0.739,-0.6453
2021-09-01,-0.6945,-0.679,-0.747,-0.6422
2021-09-02,-0.681,-0.683,-0.73,-0.6462
2021-09-03,-0.673,-0.682,-0.733,-0.6476
2021-09-06,-0.677,-0.675,-0.67,-0.6466
2021-09-07,-0.669,-0.6625,-0.672,-0.6504
2021-09-08,-0.6795,-0.67,-0.677,-0.6543
2021-09-09,-0.6725,-0.67,-0.68,-0.6541
2021-09-10,-0.6695,-0.6655,-0.679,-0.615
2021-09-13,-0.6785,-0.6635,-0.665,-0.6425
2021-09-14,-0.678,-0.6665,-0.664,-0.6496
2021-09-15,-0.6875,-0.6595,-0.667,-0.651
2021-09-16,-0.66,-0.6575,-0.663,-0.6484
2021-09-17,-0.68,-0.66,-0.666,-0.6476
2021-09-20,-0.692,-0.6545,-0.65,-0.6443
2021-09-21,-0.691,-0.6625,-0.65,-0.6433
2021-09-22,-0.708,-0.6635,-0.65,-0.6423
2021-09-23,-0.688,-0.6615,-0.65,-0.6417
2021-09-24,-0.687,-0.6585,-0.646,-0.6406
2021-09-27,-0.685,-0.661,-0.648,-0.6369
2021-09-28,-0.684,-0.6615,-0.65,-0.6383
2021-09-29,-0.685,-0.666,-0.65,-0.6398
2021-09-30,-0.671,-0.677,-0.65,-0.65
2021-10-01,-0.671,-0.6655,-0.65,-0.6489
2021-10-04,-0.6445,-0.6675,-0.682,-0.7475
2021-10-05,-0.657,-0.7725,-0.68,-0.745
2021-10-06,-0.635,-0.755,-0.68,-0.745
2021-10-07,-0.6255,-0.7495,-0.699,-0.7375
2021-10-08,-0.66,-0.7725,-0.68,-0.735
2021-10-11,-0.623,-0.7515,-0.68,-0.7275
2021-10-12,-0.653,-0.752,-0.6475,-0.732
2021-10-13,-0.6145,-0.754,-0.672,-0.725
2021-10-14,-0.6,-0.753,-0.69,-0.716
2021-10-15,-0.63,-0.76,-0.704,-0.748
2021-10-18,-0.643,-0.744,-0.6527,-0.745
2021-10-19,-0.6565,-0.76,-0.6508,-0.74
2021-10-20,-0.6545,-0.753,-0.6542,-0.735
2021-10-21,-0.6445,-0.76,-0.651,-0.735
2021-10-22,-0.6355,-0.763,-0.6452,-0.74
2021-10-25,-0.6335,-0.776,-0.645,-0.735
2021-10-26,-0.64,-0.7865,-0.6561,-0.742
2021-10-27,-0.6505,-0.854,-0.6596,-0.77
2021-10-28,-0.649,-0.853,-0.6855,-0.77
2021-10-29,-0.654,-0.8615,-0.6775,-0.77
2021-11-01,-0.621,-0.859,-0.6579,-0.78
2021-11-02,-0.626,-0.872,-0.6614,-0.83
2021-11-03,-0.631,-0.882,-0.665,-0.855
2021-11-04,-0.63,-0.774,-0.6596,-0.865
2021-11-05,-0.612,-0.781,-0.6638,-0.865
2021-11-08,-0.638,-0.786,-0.6675,-0.787
2021-11-09,-0.648,-0.8,-0.6875,-0.8
2021-11-10,-0.645,-0.808,-0.7035,-0.81
2021-11-11,-0.69,-0.8415,-0.7145,-0.822
2021-11-12,-0.667,-0.86,-0.762,-0.8175
2021-11-15,-0.638,-0.95,-0.95,-0.8725
2021-11-16,-0.66,-1.02,-1.0,-0.945
2021-11-17,-0.654,-0.99,-1.015,-0.9325
2021-11-18,-0.69,-0.96,-1.01,-0.9475
2021-11-19,-0.69,-0.98,-1.125,-0.9425
2021-11-22,-0.672,-1.02,-1.076,-0.965
2021-11-23,-0.67,-0.99,-1.075,-0.96
2021-11-24,-0.67,-0.98,-1.08,-0.966
2021-11-25,-0.647,-1.0,-1.02,-0.965
2021-11-26,-0.66,-1.01,-0.985,-0.965
2021-11-29,-0.681,-0.996,-1.0487,-0.98
2021-11-30,-0.72,-0.993,-1.0831,-0.975
2021-12-01,-0.705,-0.992,-1.1909,-0.965
2021-12-02,-0.72,-1.0,-1.37,-1.01
2021-12-03,-0.652,-0.986,-1.3831,-0.961
