Date,ETHA_Net_Flow_USD,ETHB_Net_Flow_USD,FETH_Net_Flow_USD,ETHW_Net_Flow_USD,TETH_Net_Flow_USD,ETHV_Net_Flow_USD,QETH_Net_Flow_USD,EZET_Net_Flow_USD,ETHE_Net_Flow_USD,ETH_Net_Flow_USD,Total_Net_Flow_USD,Source_URL
2026-03-12,18700000,43500000,52000000,900000,0,0,0,800000,0,0,115900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-13,32400000,2200000,-7900000,0,0,0,0,0,0,0,26700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-16,-16200000,32400000,34900000,0,0,0,0,0,-15200000,0,35900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-17,81700000,67200000,-35500000,0,0,0,0,0,9400000,15400000,138200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-18,-1300000,1100000,-37100000,-4700000,0,-4800000,0,0,-8900000,0,-55700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-19,-102300000,7700000,-11800000,-5800000,-5200000,-7100000,-3400000,0,0,-8500000,-136400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-20,-31500000,5500000,-12200000,0,-700000,0,0,-800000,-2300000,0,-42000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-23,-15700000,1100000,-1600000,0,0,0,0,0,0,0,-16200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-24,-25000000,2200000,-5800000,-1500000,1100000,,0,0,-1700000,-10000000,-40700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-25,-33400000,1100000,23800000,0,0,0,0,0,0,0,-8500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-26,-140200000,96800000,-24000000,-5100000,0,0,0,0,-13800000,-6200000,-92500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-27,-70800000,39900000,-8900000,0,0,0,0,0,0,-8700000,-48500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-30,-9800000,4200000,10600000,0,0,0,0,0,0,0,5000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-31,24700000,1100000,1600000,1200000,2600000,0,0,0,0,0,31200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-01,-32299999.999999996,5500000,-11700000,4300000,3200000,0,0,0,17400000,6500000,-7100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-02,-46700000,0,-7700000,0,0,0,0,0,-16800000,0,-71200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-06,60800000,0,40100000,0,2100000,0,0,0,2800000,14400000,120200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-07,-16500000,0,-48200000,0,0,0,0,0,0,0,-64700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-08,-20600000,44200000,-32400000,0,2000000,0,0,0,-6100000,-5700000,-18600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-09,90900000,13700000,-21000000,0,-5500000,0,0,-1700000,-900000,9700000,85200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-10,53700000,8100000,-600000,0,3700000,0,0,0,0,0,64900000.00000001,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-13,-4099999.9999999995,5800000,3900000,0,-1300000,0,0,0,0,5200000,9500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-14,10500000,1200000,38100000,0,0,0,0,0,0,3300000,53100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-15,31500000,9800000,0,0,0,0,0,1800000,0,24800000,67900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-16,30500000,0,0,-2500000,0,0,0,0,-16700000,6700000,18000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-17,30800000,1200000,84100000,1900000,3600000,0,0,0,0,5800000,127400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-20,76100000,13200000,-1200000,0,0,0,1200000,0,-17100000,-4400000,67800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-21,37000000,15500000,-2900000,2000000,0,0,0,0,-12100000,3900000,43400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-22,53600000,0,40600000,0,0,0,0,0,-9200000,11400000,96400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-23,-21000000,0,-51300000,-3300000,-9200000,0,0,0,-10900000,19800000,-75900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-24,-7700000,32299999.999999996,-1200000,0,0,0,0,0,0,0,23400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-27,-13800000,11800000,-48400000,0,0,0,0,0,0,0,-50400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-28,-13200000,0,-1700000,0,0,0,0,0,-6900000,0,-21800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-29,-37100000,-2300000,-48400000,0,0,0,0,0,0,0,-87800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-04-30,-50600000,29100000,-1100000,-3600000,0,0,0,0,-2200000,4700000,-23700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-01,43200000,5900000,49400000,1300000,1400000,0,0,0,0,0,101200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-04,54800000,0,6500000,0,0,0,0,0,0,0,61300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-05,69500000,2400000,24200000,0,1400000,0,0,0,0,0,97500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-06,2100000,0,-600000,0,0,0,0,0,0,10000000,11500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-07,-26300000,0,-62300000,0,-2900000,0,0,0,-8400000,-3700000,-103600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-08,0,3600000,0,0,0,0,0,0,0,0,3600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-11,2100000,-1200000,-4700000,0,0,0,0,0,-7600000,-5600000,-17000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-12,-102000000,11700000,-37000000,0,0,-3300000,0,0,0,0,-130600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-13,-21100000,-1200000,-14000000,0,0,0,0,0,0,0,-36300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-14,-13200000,-3600000,6900000,0,0,3400000,0,900000,0,0,-5600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-15,-50400000,0,-11100000,0,0,0,0,0,0,-4200000,-65700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-18,-55400000,-2200000,-14700000,0,0,0,0,0,-4000000,-10100000,-86400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-19,-59400000,0,-3700000,800000,0,0,0,0,0,0,-62300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-20,-30900000,4400000,-1600000,0,0,0,0,0,0,0,-28100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-21,-38000000,3300000,0,2100000,0,0,0,0,0,0,-32600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-22,-5600000,0,-1000000,0,0,0,0,0,0,0,-6600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-26,-1900000,0,-17000000,0,0,0,0,0,-7900000,-8300000.000000001,-35100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-27,-65099999.99999999,0,-2000000,0,0,0,0,0,0,0,-67099999.99999999,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-28,-80400000,3100000,-15100000,0,0,0,0,0,-21400000,-7600000,-121400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-05-29,-40700000,9300000,10500000,1400000,1500000,0,0,0,0,0,-18000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-01,-35000000,0,-9500000,0,0,0,0,0,0,0,-44500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-02,-44300000,-1000000,-15600000,0,0,0,0,0,-3900000,-25400000,-90200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-03,-51600000,0,-1400000,0,0,0,0,0,0,0,-53000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-04,19300000,0,0,0,0,0,0,0,0,0,19300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-05,-13200000,4000000,,0,0,,0,0,3200000,0,-6000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-08,17800000,26900000,28600000,3000000,1300000,-3700000,500000,0,0,8000000,82400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-09,-8500000,0,0,0,0,0,0,0,-17400000,-15000000,-40900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-10,-20600000,1700000,-16600000.000000002,0,0,0,0,0,0,0,-35500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-11,8600000,0,-20500000,0,0,0,0,0,0,-4000000,-15900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-12,-4500000,0,-400000,0,0,0,0,0,0,0,-4900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-15,17600000,0,0,0,0,0,0,0,1800000,3100000,22500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-16,17300000,0,-2200000,-3500000,0,0,0,0,0,-2000000,9600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-17,-9000000,0,-4300000,-500000,-2800000,-600000,0,0,-2200000,-9900000,-29300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-18,-12800000,0,0,0,0,0,0,0,0,0,-12800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-22,-66400000.00000001,0,0,0,300000,0,0,0,0,0,-66099999.99999999,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-23,-86100000,-1700000,15700000,0,0,0,0,0,0,-10300000,-82400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-24,-8100000,0,-15700000,0,0,0,0,0,0,-6500000,-30300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-25,-63000000,-2400000,-3500000,600000,0,0,0,0,-8100000,-5500000,-81900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-26,-12800000,0,0,0,0,0,0,0,0,0,-12800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-29,5900000,-37500000,5300000,0,0,0,0,0,2100000,-5700000,-29900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-06-30,-27600000,0,0,0,0,0,0,0,0,0,-27600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-01,36600000,-1700000,-1600000,0,0,0,0,0,0,-18500000,14800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-02,29700000,0,800000,0,0,1200000,0,0,-2700000,0,29000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-06,23300000,0,0,0,0,-2600000,0,0,0,0,20700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-07,26900000,0,0,0,0,0,0,0,0,0,26900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-08,0,0,69200000,0,0,1300000,0,0,0,0,70500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-09,-12700000,-2700000,-34000000,-2800000,0,0,0,0,0,0,-52200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-10,16200000,0,2200000,0,0,0,0,0,0,0,18400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-13,0,0,-15400000,0,0,0,0,0,0,0,-15400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-14,58300000,0,0,0,0,0,0,0,0,0,58300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-15,45300000,4000000,0,0,0,0,0,0,0,4600000,53900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-16,0,0,-11200000,2300000,0,0,0,0,-4800000,-14300000,-28000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-17,31700000,0,5000000,0,0,0,0,0,0,0,36700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-20,34300000,0,2800000,0,900000,0,0,0,0,0,38000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-21,52800000,0,-15300000,0,0,0,0,0,0,0,37500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-22,53500000,0,19200000,0,0,0,0,0,0,0,72700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-23,8500000,2900000,14900000,0,0,0,0,0,0,0,26300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-24,-52800000,0,-27800000,0,0,0,0,0,0,9900000,-70700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-27,11700000,0,0,0,0,0,,0,0,0,11700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-28,3500000,5900000,0,0,0,0,0,0,0,0,9400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-29,5200000,0,-16100000.000000002,-1400000,-2800000,0,0,0,-9700000,-8100000,-32900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-07-30,16200000,0,-2900000,1400000,400000,-700000,0,0,-1600000,0,12800000,https://farside.co.uk/ethereum-etf-flow-all-data/
