Date,ETHA_Net_Flow_USD,ETHB_Net_Flow_USD,FETH_Net_Flow_USD,ETHW_Net_Flow_USD,TETH_Net_Flow_USD,ETHV_Net_Flow_USD,QETH_Net_Flow_USD,EZET_Net_Flow_USD,ETHE_Net_Flow_USD,ETH_Net_Flow_USD,Total_Net_Flow_USD,Source_URL
2025-05-15,8400000,,-31600000,0,0,0,0,0,-16600000.000000002,0,-39800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-16,0,,13600000,0,0,0,0,0,0,8600000,22200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-19,13700000,,0,0,0,0,0,0,0,0,13700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-20,45000000,,19800000,0,0,0,0,0,0,0,64800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-21,24900000,,-24300000,0,0,0,0,0,0,0,600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-22,0,,42200000,5700000,0,0,0,0,43700000,18900000,110500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-23,52800000,,0,0,0,0,0,0,0,5800000,58600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-27,32500000,,3400000,0,0,2900000,0,0,0,0,38800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-28,52700000,,25700000,0,0,0,1600000,0,0,4900000,84900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-29,50400000,,38300000,4600000,0,0,0,0,-4600000,3200000,91900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-05-30,70200000,,0,0,0,0,0,0,0,0,70200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-02,48400000,,29800000,0,0,0,0,0,0,0,78200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-03,77100000,,21000000,0,0,0,0,3000000,0,8400000,109500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-04,73200000,,-23600000,0,0,0,0,0,0,7400000,57000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-05,34700000,,-23400000,0,0,0,0,0,0,0,11300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-06,15900000,,0,0,0,0,0,0,0,9400000,25300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-09,35200000,,12900000,0,0,0,0,0,0,4600000,52700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-10,80600000,,26300000,8400000,0,0,0,0,0,9700000,125000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-11,163600000,,37300000,6500000,0,0,0,0,13300000,19600000,240300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-12,101500000,,10800000,0,0,0,0,0,0,0,112300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-13,0,,-8800000,0,0,0,0,0,0,6700000,-2100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-16,16100000.000000002,,5300000,0,0,0,0,0,0,0,21400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-17,36700000,,-20200000,3600000,0,0,0,0,-9000000,0,11100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-18,15100000,,0,0,0,0,0,0,0,4000000,19100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-20,-19700000,,0,0,0,1800000,0,0,0,6600000,-11300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-23,25800000,,60500000,0,0,0,0,0,9000000,5400000,100700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-24,98000000,,-26700000,0,0,0,0,0,0,0,71300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-25,55200000,,0,5200000,0,0,0,0,0,0,60400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-26,5900000,,4900000,2600000,0,0,0,0,-27400000,-12400000,-26400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-27,48100000,,28900000,0,500000,0,0,0,0,0,77500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-06-30,6100000,,25700000,0,0,0,0,0,0,0,31800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-01,54800000,,-24100000,0,0,0,0,0,10000000,0,40700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-02,-46900000,,25800000,8300000.000000001,0,2800000,0,0,0,8100000,-1900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-03,85400000,,64599999.99999999,0,0,0,0,0,-5400000,3900000,148500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-07,53200000,,8900000,0,0,0,0,0,0,0,62100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-08,25300000,,-700000,4900000,0,0,0,0,7900000,9300000,46700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-09,158600000,,29500000,0,0,0,0,5200000,0,18000000,211300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-10,300900000,,37300000,3200000,0,2100000,0,0,18900000,20700000,383100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-11,137100000,,12000000,8600000,5100000,6600000,0,0,10000000,25500000,204900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-14,151400000,,31400000,11200000,0,6600000,0,5700000,8900000,43800000,259000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-15,171500000,,12200000,0,0,0,0,0,0,8600000,192300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-16,499200000,,113300000,14400000,0,3700000,3700000,5100000,33000000,54200000,726600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-17,546700000,,17200000,4400000,3800000,0,0,0,0,29900000,602000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-18,394900000,,-45400000,13000000,0,2600000,0,0,-27900000,65300000,402500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-21,102000000,,126900000,13100000,-400000,0,0,0,0,54900000,296500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-22,426200000,,35000000,0,0,0,0,0,0,72600000,533799999.99999994,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-23,324600000,,3600000,0,0,4000000,0,0,0,0,332200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-24,0,,210100000,11500000,0,0,0,2800000,-18500000,25300000,231200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-25,440100000,,7300000,10000000,0,0,0,0,-23500000,18900000,452800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-28,132000000,,-49200000,0,0,0,0,0,-17600000,0,65200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-29,223700000,,0,0,-5100000,0,0,0,0,0,218600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-30,20300000,,-22300000,0,0,0,0,0,7800000,0,5800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-07-31,18200000,,5600000,0,0,0,0,0,-6800000,0,17000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-01,0,,-6200000,-40300000,-1900000,-5200000,-8400000,-5400000,-37200000,-47700000,-152300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-04,-375000000,,-55100000,0,0,0,0,0,-7000000,-28000000,-465100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-05,88800000,,0,0,3600000,5200000,0,0,-10900000,-13400000,73300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-06,33400000,,0,0,400000,0,0,0,10000000,-8700000,35100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-07,103500000,,31800000,24800000,0,7000000,3900000,5800000,10900000,34600000,222300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-08,254700000,,132300000.00000001,7800000,0,0,1200000,0,26800000,38200000,461000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-11,639800000,,276900000,4300000,3900000,9400000,0,4900000,13000000,66599999.99999999,1018800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-12,318700000,,144900000,0,1800000,4900000,0,0,9300000,44300000,523900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-13,500900000,,154700000,10800000,0,0,0,3600000,7800000,51300000,729100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-14,519700000.00000006,,56900000,0,0,0,2300000,0,0,60700000,639600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-15,338100000,,-272200000,-15800000,-4400000,0,0,0,-101700000,-3300000,-59300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-18,-87200000,,-78400000,-900000,0,-4800000,0,-6600000,-18700000,0,-196600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-19,-6300000,,-156300000,-39800000,0,-3000000,-7400000,-6300000,-122000000,-88500000,-429600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-20,-257800000,,8600000,0,0,0,0,0,0,9000000,-240200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-21,233600000,,28500000,7000000,0,6200000,0,0,5900000,6400000,287600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-22,109400000,,117900000,36300000,0,3500000,0,5500000,45900000,22700000,341200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-25,314900000,,87400000,9700000,5600000,0,2200000,0,-29200000,53300000,443900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-26,323100000,,85500000,0,0,0,0,0,5300000,41100000,455000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-27,262600000.00000003,,20500000,0,2300000,3300000,0,0,5700000,15100000,309500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-28,67600000,,-33500000,-1300000,0,0,0,0,0,6300000,39100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-08-29,0,,-51000000,-23700000,0,0,0,0,-28600000,-61300000,-164600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-02,0,,-99200000,-24200000,-6600000,0,0,0,-5300000,0,-135300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-03,-151400000,,65800000,20800000,0,0,0,0,0,26600000,-38200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-04,148800000,,-216700000,-45700000,0,-17200000,-2100000,-1600000,-26400000,-6400000,-167300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-05,-309900000,,-37800000,0,-14700000,0,0,0,-51800000,-32600000,-446800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-08,-192700000,,75200000,0,0,0,0,0,9500000,11300000,-96700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-09,44200000,,0,0,0,0,0,0,0,0,44200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-10,74500000,,49500000,8400000,7100000,11100000,4300000,0,8900000,7700000,171500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-11,-17400000,,88300000,19600000,0,0,0,3400000,14600000,4600000,113100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-12,165600000,,168200000,16600000.000000002,6900000,6800000,0,0,23800000,17600000,405500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-15,363200000,,-13500000,0,0,0,0,0,10000000,0,359700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-16,-20300000,,-48100000,6700000,0,0,0,0,0,0,-61700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-17,25900000,,-29200000,-9700000,2000000,0,2700000,0,0,6400000,-1900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-18,0,,159400000,17500000,0,0,0,3500000,9800000,22900000,213100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-19,144300000,,-53400000,-7000000,-6000000,-8199999.999999999,-4400000,0,-6200000,-11300000,47800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-22,-15100000,,-33100000,-22300000,0,0,0,0,0,-5500000,-76000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-23,0,,-63400000,-23900000,0,0,0,0,-17100000,-36400000,-140800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-24,-26500000,,-33299999.999999996,-4500000,-6200000,0,0,0,-8900000,0,-79400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-25,0,,-158100000,-27600000,-2400000,-1400000,-2300000,-3000000,-30300000,-26100000,-251200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-26,-199900000,,-74400000,0,8000000,0,0,0,17900000,0,-248400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-29,154200000,,202200000,36500000,3100000,15300000,6700000,6300000,22800000,99800000,546900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-09-30,127500000,,0,0,0,0,0,0,0,0,127500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-01,26200000,,36800000,0,0,0,0,0,3600000,14300000,80900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-02,177100000,,60700000,46500000,2700000,3300000,0,0,4099999.9999999995,12700000,307100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-03,206700000,,5600000,0,0,3300000,0,0,0,17900000,233500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-06,92600000,,23500000,27000000,0,5200000,0,0,14800000,18700000,181800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-07,437500000,,-25700000,0,3600000,0,0,0,0,5500000,420900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-08,148900000,,-63100000,0,0,0,0,0,-16700000,0,69100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-09,39300000,,-30300000,-8100000,-2600000,-4800000,-2200000,0,0,0,-8700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-10,-80200000,,-30100000,-21600000,0,0,0,0,-30600000,-12400000,-174900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-13,-310100000,,-19100000,-12800000,0,-9300000,0,-6500000,-21000000,-49700000,-428500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-14,0,,154600000,13300000,0,10500000,0,7800000,15200000,34800000,236200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-15,164300000,,1000000,12300000,-8000000,0,0,0,0,0,169600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-16,46900000,,-11600000,-15800000,0,0,0,-2900000,-69000000,-4400000,-56800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-17,-146100000,,-30600000,-20600000,0,-4200000,0,0,-26100000,-4700000,-232300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-20,-117900000,,-27800000,0,0,0,0,0,0,0,-145700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-21,42500000,,59100000,0,0,4400000,0,0,13100000,22600000,141700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-22,110700000,,-49500000,0,0,0,0,0,-33500000,-46600000,-18900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-23,-23400000,,-77000000,-8800000,0,-5600000,0,0,-5700000,-6900000,-127400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-24,-101000000,,0,0,0,0,0,0,0,7400000,-93600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-27,72500000,,11500000,22600000,0,4600000,0,0,6900000,15800000,133900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-28,76400000,,99300000,0,0,0,0,0,-2700000,73000000,246000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-29,21400000,,-69500000,0,0,-4300000,0,0,-12800000,-16200000,-81400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-30,-118000000,,-18500000,-31100000,-3200000,-2700000,-2000000,-4200000,0,-4500000,-184200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-10-31,-38600000,,-27100000,-6700000,0,0,0,0,-13700000,-12100000,-98200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-03,-81700000,,-25100000,-6200000,0,-2600000,0,0,-15000000,-5100000,-135700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-04,-111100000,,-19900000,0,0,0,0,0,-19800000,-68600000,-219400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-05,-146600000,,3500000,0,500000,0,0,0,0,24100000,-118500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-06,8000000,,4900000,3100000,0,0,0,0,-3500000,0,12500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-07,34400000,,-72200000,0,0,0,2600000,0,0,-11400000,-46600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-10,0,,0,0,0,0,0,0,0,0,0,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-11,-19800000,,-3400000,-4400000,0,-3800000,0,0,0,-75700000,-107100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-12,-91000000,,-19600000,0,0,0,0,0,-49300000,-23800000,-183700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-13,-137300000,,-14200000,0,0,0,-4400000,0,-67900000,-35800000,-259600000.00000003,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-14,-173300000,,0,0,0,0,0,0,-4600000,0,-177900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-17,-193000000,,-3000000,0,0,0,0,0,2500000,10800000,-182700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-18,-165100000,,0,19100000,0,4600000,0,4800000,0,62400000,-74200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-19,-24600000,,0,0,0,0,2900000,0,-15700000,0,-37400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-20,-122600000,,-90500000,-11200000,0,-18700000,0,0,-18600000,0,-261600000.00000003,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-21,-53700000,,95400000,6300000,0,0,0,0,0,7700000,55700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-24,92600000,,-2200000,-4300000,700000,0,0,0,0,9800000,96600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-25,46100000,,47500000,0,0,0,0,0,-23300000,8300000.000000001,78600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-26,50200000,,0,4300000,0,0,0,0,0,6300000,60800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-11-28,68300000,,0,0,0,0,0,0,8300000.000000001,0,76600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-01,26700000,,-31600000,0,0,-4000000,0,0,-49800000,-20300000,-79000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-02,-88700000,,50700000,0,0,0,0,0,0,28100000,-9900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-03,53000000,,34400000,4500000,0,0,0,0,27600000,20700000,140200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-04,28400000,,-17900000,0,0,0,0,0,-31000000,-21000000,-41500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-05,-75200000,,0,0,0,0,0,0,0,0,-75200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-08,23700000,,0,0,0,0,0,0,0,11800000,35500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-09,35300000,,51500000,17900000,1700000,14600000,0,0,11500000,45200000,177700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-10,56500000,,-6800000,0,0,0,0,0,0,7900000,57600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-11,0,,-3200000,0,2100000,0,0,0,-31200000,-10000000,-42300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-12,23200000,,-6100000,0,0,0,0,0,-14400000,-22100000,-19400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-15,-139100000,,-11000000,-13000000,0,-6400000,0,0,-35100000,-20200000,-224800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-16,-221300000,,-2900000,0,0,0,0,0,0,0,-224200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-17,-19600000,,-2800000,0,0,0,0,0,0,0,-22400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-18,-102200000,,0,0,0,0,0,0,2700000,2900000,-96600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-19,-75900000,,0,0,0,0,0,0,0,0,-75900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-22,0,,0,0,0,0,0,0,53700000,30900000,84600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-23,-25000000,,0,-14000000,0,0,0,-5600000,-50900000,0,-95500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-24,-22300000,,0,0,0,0,0,0,-33800000,3300000,-52800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-26,-22100000,,0,0,0,0,0,0,-16600000.000000002,0,-38700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-29,-13300000,,3700000,0,0,0,0,0,0,0,-9600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-30,0,,3700000,0,0,0,0,0,50200000,14000000,67900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2025-12-31,-21500000,,-2200000,0,0,-14100000,0,-2200000,0,-32000000,-72000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-02,47200000,,0,19000000,0,4600000,0,0,53700000,50000000,174500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-05,102900000,,21800000,19700000,0,0,0,0,1300000,22300000,168000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-06,198800000,,-1600000,1400000,1600000,0,0,0,-53000000,-32500000,114700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-07,-6600000,,-13300000,-11200000,0,-4600000,0,2400000,-52000000,-13000000,-98300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-08,-107700000,,-4600000,0,0,-2300000,0,0,-31700000,-12900000,-159200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-09,-83800000,,0,0,0,0,0,0,-10000000,0,-93800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-12,-79900000,,0,0,5000000,0,0,0,50700000,29300000,5100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-13,53300000,,14400000,23000000,0,0,0,0,3900000,35400000,130000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-14,81600000,,5900000,8000000,0,3700000,0,0,32400000,43500000,175100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-15,149200000,,0,0,0,0,0,0,0,15200000,164400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-16,14900000,,0,0,0,0,0,0,-10200000,0,4700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-20,-92300000,,-51500000,-31100000,0,-5500000,0,0,-38500000,-11100000,-230000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-21,-250300000,,-30900000,0,,-4400000,0,0,-11400000,10000000,-287000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-22,-44400000,,0,-15200000,0,0,0,0,7900000,9700000,-42000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-23,-44500000,,4400000,0,0,0,0,0,-10800000,9200000,-41700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-26,-20200000,,137200000,0,0,0,0,0,0,0,117000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-27,-59000000,,0,0,0,0,0,0,-14600000,10000000,-63600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-28,27300000,,800000,0,0,0,0,0,,0,28100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-29,-54900000,,-59200000,-2000000,0,0,0,0,-13100000,-26500000,-155700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-01-30,-157200000,,-95700000,0,0,0,0,0,0,0,-252900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-02,-82100000,,66599999.99999999,5000000,0,7600000,0,0,0,0,-2900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-03,42900000,,-54800000,0,0,-2500000,1100000,0,8199999.999999999,19100000,14000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-04,-58900000,,-20500000,0,0,0,0,0,0,0,-79400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-05,-8500000,,-55800000,0,0,0,3500000,0,-27100000,7100000,-80800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-06,-45400000,,4600000,11800000,0,3000000,2500000,0,0,6800000,-16700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-09,-45000000,,67300000,-9900000,0,0,0,0,0,44600000,57000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-10,0,,500000,0,0,0,0,0,0,13300000,13800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-11,-29400000,,-67099999.99999999,-16700000,0,0,0,0,-11500000,-4400000,-129100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-12,-29000000,,-43500000,-6200000,-2900000,0,0,0,-13400000,-18100000,-113100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-13,-9300000,,2000000,0,0,3000000,0,0,0,14500000,10200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-17,22900000,,14400000,0,0,0,0,0,0,11300000,48600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-18,-29900000,,-8199999.999999999,0,0,0,-3700000,0,0,0,-41800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-19,-96800000,,-11600000,-3300000,0,0,0,0,0,-18400000,-130100000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-20,1800000,,-2500000,0,700000,0,0,0,0,0,0,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-23,-45400000,,-1400000,0,0,-2700000,0,0,0,0,-49500000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-24,0,,-1900000,0,0,0,0,0,0,11100000,9200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-25,31300000,,61900000,1500000,0,3000000,0,0,33900000,25600000,157200000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-26,15300000,,-19200000,0,7600000,0,-2200000,0,6600000,-1500000,6600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-02-27,-43000000,,0,0,0,0,0,0,0,0,-43000000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-02,26500000,,1000000,2200000,0,0,0,0,4200000,4800000,38700000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-03,41900000,,-66700000,0,0,0,0,0,-4700000,18700000,-10800000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-04,39300000,,30300000,8900000,0,9500000,0,0,21900000,59500000,169400000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-05,30300000,,-115000000,-3600000,-5200000,-3800000,2700000,0,-3400000,7100000,-90900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-06,-4800000,,-67600000,0,0,-2900000,0,0,-1600000,-6000000,-82900000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-09,-55100000,,16200000,0,1000000,0,0,0,-13400000,0,-51300000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-10,0,,10700000,0,0,0,0,0,0,1900000,12600000,https://farside.co.uk/ethereum-etf-flow-all-data/
2026-03-11,18800000,0,19100000,0,0,0,0,0,0,19100000,57000000,https://farside.co.uk/ethereum-etf-flow-all-data/
